study_accession	sample_accession	secondary_sample_accession	run_accession	sample_title
PRJEB13747	SAMEA3946142	ERS1133276	ERR1384774	Plate6.57
PRJEB13747	SAMEA3944706	ERS1131840	ERR1384775	Plate15.77
PRJEB13747	SAMEA3943289	ERS1130423	ERR1384776	Plate36.15
PRJEB13747	SAMEA3945581	ERS1132715	ERR1384777	Plate28.7
PRJEB13747	SAMEA3944556	ERS1131690	ERR1384778	Plate13.49
PRJEB13747	SAMEA3944084	ERS1131218	ERR1384779	High1.40
PRJEB13747	SAMEA3944276	ERS1131410	ERR1384780	Low2.85
PRJEB13747	SAMEA3945545	ERS1132679	ERR1384781	Plate28.66
PRJEB13747	SAMEA3945724	ERS1132858	ERR1384782	Plate30.91
PRJEB13747	SAMEA3946397	ERS1133531	ERR1384783	PlateRedo3.18
PRJEB13747	SAMEA3946311	ERS1133445	ERR1384784	Plate9.21
PRJEB13747	SAMEA3944756	ERS1131890	ERR1384785	Plate16.71
PRJEB13747	SAMEA3943682	ERS1130816	ERR1384786	Plate46.87
PRJEB13747	SAMEA3945251	ERS1132385	ERR1384787	Plate24.32
PRJEB13747	SAMEA3944040	ERS1131174	ERR1384788	Plate43.3
PRJEB13747	SAMEA3946254	ERS1133388	ERR1384789	Plate8.31
PRJEB13747	SAMEA3945689	ERS1132823	ERR1384790	Plate30.30
PRJEB13747	SAMEA3943508	ERS1130642	ERR1384791	Plate42.51
PRJEB13747	SAMEA3944127	ERS1131261	ERR1384792	High1.17
PRJEB13747	SAMEA3943643	ERS1130777	ERR1384793	Plate45.14
PRJEB13747	SAMEA3944999	ERS1132133	ERR1384794	Plate20.84
PRJEB13747	SAMEA3945704	ERS1132838	ERR1384795	Plate30.68
PRJEB13747	SAMEA3943160	ERS1130294	ERR1384796	Plate34.2.41
PRJEB13747	SAMEA3943954	ERS1131088	ERR1384797	Plate39.46
PRJEB13747	SAMEA3944851	ERS1131985	ERR1384798	Plate17.92
PRJEB13747	SAMEA3944266	ERS1131400	ERR1384799	Low1.51
PRJEB13747	SAMEA3944737	ERS1131871	ERR1384800	Plate16.53
PRJEB13747	SAMEA3945553	ERS1132687	ERR1384801	Plate28.87
PRJEB13747	SAMEA3946043	ERS1133177	ERR1384802	Plate5.44
PRJEB13747	SAMEA3944932	ERS1132066	ERR1384803	Plate19.42
PRJEB13747	SAMEA3944283	ERS1131417	ERR1384804	Low2.73
PRJEB13747	SAMEA3944196	ERS1131330	ERR1384805	Low1.46
PRJEB13747	SAMEA3945868	ERS1133002	ERR1384806	Plate32.65
PRJEB13747	SAMEA3944772	ERS1131906	ERR1384807	Plate16.70
PRJEB13747	SAMEA3945739	ERS1132873	ERR1384808	Plate30.2
PRJEB13747	SAMEA3945456	ERS1132590	ERR1384809	Plate26.60
PRJEB13747	SAMEA3943219	ERS1130353	ERR1384810	Plate35.80
PRJEB13747	SAMEA3946179	ERS1133313	ERR1384811	Plate7.75
PRJEB13747	SAMEA3944456	ERS1131590	ERR1384812	Plate12.79
PRJEB13747	SAMEA3945486	ERS1132620	ERR1384813	Plate27.15
PRJEB13747	SAMEA3944579	ERS1131713	ERR1384814	Plate14.79
PRJEB13747	SAMEA3945775	ERS1132909	ERR1384815	Plate31.81
PRJEB13747	SAMEA3946088	ERS1133222	ERR1384816	Plate6.39
PRJEB13747	SAMEA3943762	ERS1130896	ERR1384817	Plate47.20
PRJEB13747	SAMEA3944158	ERS1131292	ERR1384818	High2.75
PRJEB13747	SAMEA3945480	ERS1132614	ERR1384819	Plate27.19
PRJEB13747	SAMEA3946228	ERS1133362	ERR1384820	Plate7.69
PRJEB13747	SAMEA3944381	ERS1131515	ERR1384821	Plate10.58
PRJEB13747	SAMEA3944356	ERS1131490	ERR1384822	Plate10.36
PRJEB13747	SAMEA3945422	ERS1132556	ERR1384823	Plate26.53
PRJEB13747	SAMEA3944631	ERS1131765	ERR1384824	Plate14.6
PRJEB13747	SAMEA3944501	ERS1131635	ERR1384825	Plate12.32
PRJEB13747	SAMEA3946345	ERS1133479	ERR1384826	PlateRedo1.21
PRJEB13747	SAMEA3945230	ERS1132364	ERR1384827	Plate23.16
PRJEB13747	SAMEA3944736	ERS1131870	ERR1384828	Plate16.62
PRJEB13747	SAMEA3943369	ERS1130503	ERR1384829	Plate37.55
PRJEB13747	SAMEA3945532	ERS1132666	ERR1384830	Plate28.28
PRJEB13747	SAMEA3943401	ERS1130535	ERR1384831	Plate40.2
PRJEB13747	SAMEA3945071	ERS1132205	ERR1384832	Plate21.85
PRJEB13747	SAMEA3944436	ERS1131570	ERR1384833	Plate11.87
PRJEB13747	SAMEA3946379	ERS1133513	ERR1384834	PlateRedo1.89
PRJEB13747	SAMEA3943301	ERS1130435	ERR1384835	Plate36.30
PRJEB13747	SAMEA3944662	ERS1131796	ERR1384836	Plate15.50
PRJEB13747	SAMEA3945652	ERS1132786	ERR1384837	Plate29.31
PRJEB13747	SAMEA3943200	ERS1130334	ERR1384838	Plate35.74
PRJEB13747	SAMEA3945430	ERS1132564	ERR1384839	Plate26.68
PRJEB13747	SAMEA3945161	ERS1132295	ERR1384840	Plate22.86
PRJEB13747	SAMEA3946035	ERS1133169	ERR1384841	Plate5.14
PRJEB13747	SAMEA3945747	ERS1132881	ERR1384842	Plate30.17
PRJEB13747	SAMEA3944623	ERS1131757	ERR1384843	Plate14.7
PRJEB13747	SAMEA3944031	ERS1131165	ERR1384844	Plate43.10
PRJEB13747	SAMEA3945964	ERS1133098	ERR1384845	Plate34.28
PRJEB13747	SAMEA3944101	ERS1131235	ERR1384846	High1.79
PRJEB13747	SAMEA3943805	ERS1130939	ERR1384847	Plate37.45
PRJEB13747	SAMEA3943555	ERS1130689	ERR1384848	Plate44.38
PRJEB13747	SAMEA3943551	ERS1130685	ERR1384849	Plate44.31
PRJEB13747	SAMEA3944030	ERS1131164	ERR1384850	Plate43.9
PRJEB13747	SAMEA3945260	ERS1132394	ERR1384851	Plate24.38
PRJEB13747	SAMEA3944669	ERS1131803	ERR1384852	Plate15.72
PRJEB13747	SAMEA3943530	ERS1130664	ERR1384853	Plate42.19
PRJEB13747	SAMEA3944859	ERS1131993	ERR1384854	Plate18.67
PRJEB13747	SAMEA3943270	ERS1130404	ERR1384855	Plate36.10
PRJEB13747	SAMEA3943409	ERS1130543	ERR1384856	Plate40.57
PRJEB13747	SAMEA3945807	ERS1132941	ERR1384857	Plate31.34
PRJEB13747	SAMEA3945296	ERS1132430	ERR1384858	Plate24.20
PRJEB13747	SAMEA3943383	ERS1130517	ERR1384859	Plate37.29
PRJEB13747	SAMEA3945237	ERS1132371	ERR1384860	Plate23.87
PRJEB13747	SAMEA3944308	ERS1131442	ERR1384861	Low2.15
PRJEB13747	SAMEA3943576	ERS1130710	ERR1384862	Plate44.58
PRJEB13747	SAMEA3944169	ERS1131303	ERR1384863	High2.18
PRJEB13747	SAMEA3946217	ERS1133351	ERR1384864	Plate7.93
PRJEB13747	SAMEA3945078	ERS1132212	ERR1384865	Plate21.55
PRJEB13747	SAMEA3946215	ERS1133349	ERR1384866	Plate7.66
PRJEB13747	SAMEA3944247	ERS1131381	ERR1384867	Low1.40
PRJEB13747	SAMEA3945042	ERS1132176	ERR1384868	Plate21.41
PRJEB13747	SAMEA3946045	ERS1133179	ERR1384869	Plate5.25
PRJEB13747	SAMEA3945552	ERS1132686	ERR1384870	Plate28.90
PRJEB13747	SAMEA3945484	ERS1132618	ERR1384871	Plate27.9
PRJEB13747	SAMEA3943979	ERS1131113	ERR1384872	Plate41.44
PRJEB13747	SAMEA3944710	ERS1131844	ERR1384873	Plate15.38
PRJEB13747	SAMEA3944438	ERS1131572	ERR1384874	Plate11.86
PRJEB13747	SAMEA3945276	ERS1132410	ERR1384875	Plate24.44
PRJEB13747	SAMEA3944886	ERS1132020	ERR1384876	Plate18.91
PRJEB13747	SAMEA3946235	ERS1133369	ERR1384877	Plate8.45
PRJEB13747	SAMEA3945258	ERS1132392	ERR1384878	Plate24.80
PRJEB13747	SAMEA3943166	ERS1130300	ERR1384879	Plate34.2.14
PRJEB13747	SAMEA3945764	ERS1132898	ERR1384880	Plate31.44
PRJEB13747	SAMEA3946167	ERS1133301	ERR1384881	Plate7.40
PRJEB13747	SAMEA3945655	ERS1132789	ERR1384882	Plate29.62
PRJEB13747	SAMEA3945286	ERS1132420	ERR1384883	Plate24.86
PRJEB13747	SAMEA3944452	ERS1131586	ERR1384884	Plate12.24
PRJEB13747	SAMEA3945938	ERS1133072	ERR1384885	Plate33.42
PRJEB13747	SAMEA3945135	ERS1132269	ERR1384886	Plate22.87
PRJEB13747	SAMEA3944378	ERS1131512	ERR1384887	Plate10.18
PRJEB13747	SAMEA3945402	ERS1132536	ERR1384888	Plate26.51
PRJEB13747	SAMEA3946003	ERS1133137	ERR1384889	Plate5.6
PRJEB13747	SAMEA3943490	ERS1130624	ERR1384890	Plate42.62
PRJEB13747	SAMEA3946219	ERS1133353	ERR1384891	Plate7.89
PRJEB13747	SAMEA3943695	ERS1130829	ERR1384892	Plate46.78
PRJEB13747	SAMEA3945355	ERS1132489	ERR1384893	Plate25.4
PRJEB13747	SAMEA3943271	ERS1130405	ERR1384894	Plate36.17
PRJEB13747	SAMEA3944927	ERS1132061	ERR1384895	Plate19.53
PRJEB13747	SAMEA3944621	ERS1131755	ERR1384896	Plate14.33
PRJEB13747	SAMEA3944822	ERS1131956	ERR1384897	Plate17.95
PRJEB13747	SAMEA3944995	ERS1132129	ERR1384898	Plate20.22
PRJEB13747	SAMEA3945977	ERS1133111	ERR1384899	Plate34.53
PRJEB13747	SAMEA3946305	ERS1133439	ERR1384900	Plate9.38
PRJEB13747	SAMEA3944532	ERS1131666	ERR1384901	Plate13.84
PRJEB13747	SAMEA3945951	ERS1133085	ERR1384902	Plate34.77
PRJEB13747	SAMEA3945288	ERS1132422	ERR1384903	Plate24.65
PRJEB13747	SAMEA3943405	ERS1130539	ERR1384904	Plate40.15
PRJEB13747	SAMEA3945993	ERS1133127	ERR1384905	Plate5.70
PRJEB13747	SAMEA3943151	ERS1130285	ERR1384906	Plate34.2.74
PRJEB13747	SAMEA3945540	ERS1132674	ERR1384907	Plate28.9
PRJEB13747	SAMEA3944529	ERS1131663	ERR1384908	Plate13.58
PRJEB13747	SAMEA3943818	ERS1130952	ERR1384909	Plate38.88
PRJEB13747	SAMEA3943265	ERS1130399	ERR1384910	Plate36.54
PRJEB13747	SAMEA3944237	ERS1131371	ERR1384911	Low1.72
PRJEB13747	SAMEA3943666	ERS1130800	ERR1384912	Plate46.88
PRJEB13747	SAMEA3945979	ERS1133113	ERR1384913	Plate34.36
PRJEB13747	SAMEA3943699	ERS1130833	ERR1384914	Plate46.60
PRJEB13747	SAMEA3943572	ERS1130706	ERR1384915	Plate44.25
PRJEB13747	SAMEA3946300	ERS1133434	ERR1384916	Plate9.46
PRJEB13747	SAMEA3944971	ERS1132105	ERR1384917	Plate19.13
PRJEB13747	SAMEA3946250	ERS1133384	ERR1384918	Plate8.54
PRJEB13747	SAMEA3946197	ERS1133331	ERR1384919	Plate7.23
PRJEB13747	SAMEA3943697	ERS1130831	ERR1384920	Plate46.77
PRJEB13747	SAMEA3943585	ERS1130719	ERR1384921	Plate45.60
PRJEB13747	SAMEA3945619	ERS1132753	ERR1384922	Plate29.95
PRJEB13747	SAMEA3944069	ERS1131203	ERR1384923	High1.18
PRJEB13747	SAMEA3946351	ERS1133485	ERR1384924	PlateRedo1.67
PRJEB13747	SAMEA3945894	ERS1133028	ERR1384925	Plate32.31
PRJEB13747	SAMEA3946195	ERS1133329	ERR1384926	Plate7.27
PRJEB13747	SAMEA3945729	ERS1132863	ERR1384927	Plate30.57
PRJEB13747	SAMEA3945027	ERS1132161	ERR1384928	Plate20.69
PRJEB13747	SAMEA3945362	ERS1132496	ERR1384929	Plate25.47
PRJEB13747	SAMEA3944095	ERS1131229	ERR1384930	High1.60
PRJEB13747	SAMEA3944363	ERS1131497	ERR1384931	Plate10.44
PRJEB13747	SAMEA3944206	ERS1131340	ERR1384932	Low1.59
PRJEB13747	SAMEA3944549	ERS1131683	ERR1384933	Plate13.21
PRJEB13747	SAMEA3945798	ERS1132932	ERR1384934	Plate31.5
PRJEB13747	SAMEA3943642	ERS1130776	ERR1384935	Plate45.15
PRJEB13747	SAMEA3945796	ERS1132930	ERR1384936	Plate31.21
PRJEB13747	SAMEA3946068	ERS1133202	ERR1384937	Plate5.9
PRJEB13747	SAMEA3944010	ERS1131144	ERR1384938	Plate41.22
PRJEB13747	SAMEA3946041	ERS1133175	ERR1384939	Plate5.35
PRJEB13747	SAMEA3945815	ERS1132949	ERR1384940	Plate31.89
PRJEB13747	SAMEA3945818	ERS1132952	ERR1384941	Plate31.29
PRJEB13747	SAMEA3946269	ERS1133403	ERR1384942	Plate8.8
PRJEB13747	SAMEA3945897	ERS1133031	ERR1384943	Plate32.14
PRJEB13747	SAMEA3943460	ERS1130594	ERR1384944	Plate40.46
PRJEB13747	SAMEA3944559	ERS1131693	ERR1384945	Plate13.20
PRJEB13747	SAMEA3946061	ERS1133195	ERR1384946	Plate5.34
PRJEB13747	SAMEA3946376	ERS1133510	ERR1384947	PlateRedo1.56
PRJEB13747	SAMEA3943635	ERS1130769	ERR1384948	Plate45.78
PRJEB13747	SAMEA3945173	ERS1132307	ERR1384949	Plate23.50
PRJEB13747	SAMEA3943175	ERS1130309	ERR1384950	Plate34.2.55
PRJEB13747	SAMEA3945157	ERS1132291	ERR1384951	Plate22.8
PRJEB13747	SAMEA3945852	ERS1132986	ERR1384952	Plate32.64
PRJEB13747	SAMEA3945758	ERS1132892	ERR1384953	Plate30.39
PRJEB13747	SAMEA3944968	ERS1132102	ERR1384954	Plate19.74
PRJEB13747	SAMEA3943532	ERS1130666	ERR1384955	Plate42.28
PRJEB13747	SAMEA3943147	ERS1130281	ERR1384956	Plate34.2.60
PRJEB13747	SAMEA3945268	ERS1132402	ERR1384957	Plate24.23
PRJEB13747	SAMEA3945156	ERS1132290	ERR1384958	Plate22.81
PRJEB13747	SAMEA3944854	ERS1131988	ERR1384959	Plate17.71
PRJEB13747	SAMEA3945084	ERS1132218	ERR1384960	Plate21.94
PRJEB13747	SAMEA3945809	ERS1132943	ERR1384961	Plate31.40
PRJEB13747	SAMEA3944881	ERS1132015	ERR1384962	Plate18.20
PRJEB13747	SAMEA3943885	ERS1131019	ERR1384963	Plate38.18
PRJEB13747	SAMEA3943498	ERS1130632	ERR1384964	Plate42.40
PRJEB13747	SAMEA3943230	ERS1130364	ERR1384965	Plate35.20
PRJEB13747	SAMEA3945370	ERS1132504	ERR1384966	Plate25.18
PRJEB13747	SAMEA3944791	ERS1131925	ERR1384967	Plate17.50
PRJEB13747	SAMEA3945907	ERS1133041	ERR1384968	Plate33.61
PRJEB13747	SAMEA3944079	ERS1131213	ERR1384969	High1.51
PRJEB13747	SAMEA3944316	ERS1131450	ERR1384970	Low2.90
PRJEB13747	SAMEA3945527	ERS1132661	ERR1384971	Plate28.61
PRJEB13747	SAMEA3945899	ERS1133033	ERR1384972	Plate32.41
PRJEB13747	SAMEA3943800	ERS1130934	ERR1384973	Plate47.4
PRJEB13747	SAMEA3944830	ERS1131964	ERR1384974	Plate17.68
PRJEB13747	SAMEA3945181	ERS1132315	ERR1384975	Plate23.69
PRJEB13747	SAMEA3943965	ERS1131099	ERR1384976	Plate41.81
PRJEB13747	SAMEA3945583	ERS1132717	ERR1384977	Plate28.60
PRJEB13747	SAMEA3944121	ERS1131255	ERR1384978	High1.12
PRJEB13747	SAMEA3944303	ERS1131437	ERR1384979	Low2.92
PRJEB13747	SAMEA3945132	ERS1132266	ERR1384980	Plate22.26
PRJEB13747	SAMEA3945926	ERS1133060	ERR1384981	Plate33.14
PRJEB13747	SAMEA3945690	ERS1132824	ERR1384982	Plate30.6
PRJEB13747	SAMEA3943943	ERS1131077	ERR1384983	Plate39.41
PRJEB13747	SAMEA3943384	ERS1130518	ERR1384984	Plate37.62
PRJEB13747	SAMEA3945781	ERS1132915	ERR1384985	Plate31.6
PRJEB13747	SAMEA3944138	ERS1131272	ERR1384986	High1.69
PRJEB13747	SAMEA3943527	ERS1130661	ERR1384987	Plate42.34
PRJEB13747	SAMEA3943363	ERS1130497	ERR1384988	Plate37.9
PRJEB13747	SAMEA3944691	ERS1131825	ERR1384989	Plate15.4
PRJEB13747	SAMEA3945372	ERS1132506	ERR1384990	Plate25.33
PRJEB13747	SAMEA3945824	ERS1132958	ERR1384991	Plate31.49
PRJEB13747	SAMEA3943851	ERS1130985	ERR1384992	Plate38.72
PRJEB13747	SAMEA3945720	ERS1132854	ERR1384993	Plate30.72
PRJEB13747	SAMEA3943900	ERS1131034	ERR1384994	Plate39.56
PRJEB13747	SAMEA3945003	ERS1132137	ERR1384995	Plate20.27
PRJEB13747	SAMEA3945787	ERS1132921	ERR1384996	Plate31.55
PRJEB13747	SAMEA3946038	ERS1133172	ERR1384997	Plate5.49
PRJEB13747	SAMEA3944157	ERS1131291	ERR1384998	High2.36
PRJEB13747	SAMEA3945935	ERS1133069	ERR1384999	Plate33.32
PRJEB13747	SAMEA3945299	ERS1132433	ERR1385000	Plate24.33
PRJEB13747	SAMEA3943637	ERS1130771	ERR1385001	Plate45.49
PRJEB13747	SAMEA3946112	ERS1133246	ERR1385002	Plate6.83
PRJEB13747	SAMEA3946122	ERS1133256	ERR1385003	Plate6.58
PRJEB13747	SAMEA3946066	ERS1133200	ERR1385004	Plate5.10
PRJEB13747	SAMEA3945501	ERS1132635	ERR1385005	Plate27.3
PRJEB13747	SAMEA3944159	ERS1131293	ERR1385006	High2.48
PRJEB13747	SAMEA3944727	ERS1131861	ERR1385007	Plate16.57
PRJEB13747	SAMEA3945763	ERS1132897	ERR1385008	Plate31.42
PRJEB13747	SAMEA3944813	ERS1131947	ERR1385009	Plate17.54
PRJEB13747	SAMEA3943263	ERS1130397	ERR1385010	Plate36.22
PRJEB13747	SAMEA3945793	ERS1132927	ERR1385011	Plate31.88
PRJEB13747	SAMEA3946354	ERS1133488	ERR1385012	PlateRedo1.61
PRJEB13747	SAMEA3943604	ERS1130738	ERR1385013	Plate45.67
PRJEB13747	SAMEA3943421	ERS1130555	ERR1385014	Plate40.69
PRJEB13747	SAMEA3944019	ERS1131153	ERR1385015	Plate41.3
PRJEB13747	SAMEA3946165	ERS1133299	ERR1385016	Plate7.33
PRJEB13747	SAMEA3945248	ERS1132382	ERR1385017	Plate23.7
PRJEB13747	SAMEA3945321	ERS1132455	ERR1385018	Plate25.40
PRJEB13747	SAMEA3945987	ERS1133121	ERR1385019	Plate5.81
PRJEB13747	SAMEA3943171	ERS1130305	ERR1385020	Plate34.2.20
PRJEB13747	SAMEA3944177	ERS1131311	ERR1385021	High2.31
PRJEB13747	SAMEA3946390	ERS1133524	ERR1385022	PlateRedo3.37
PRJEB13747	SAMEA3943731	ERS1130865	ERR1385023	Plate46.55
PRJEB13747	SAMEA3944389	ERS1131523	ERR1385024	Plate10.50
PRJEB13747	SAMEA3943657	ERS1130791	ERR1385025	Plate45.39
PRJEB13747	SAMEA3945034	ERS1132168	ERR1385026	Plate20.85
PRJEB13747	SAMEA3945906	ERS1133040	ERR1385027	Plate33.52
PRJEB13747	SAMEA3945922	ERS1133056	ERR1385028	Plate33.54
PRJEB13747	SAMEA3943335	ERS1130469	ERR1385029	Plate37.54
PRJEB13747	SAMEA3943623	ERS1130757	ERR1385030	Plate45.22
PRJEB13747	SAMEA3945699	ERS1132833	ERR1385031	Plate30.21
PRJEB13747	SAMEA3944603	ERS1131737	ERR1385032	Plate14.54
PRJEB13747	SAMEA3943314	ERS1130448	ERR1385033	Plate36.28
PRJEB13747	SAMEA3943222	ERS1130356	ERR1385034	Plate35.70
PRJEB13747	SAMEA3944942	ERS1132076	ERR1385035	Plate19.67
PRJEB13747	SAMEA3943159	ERS1130293	ERR1385036	Plate34.2.42
PRJEB13747	SAMEA3944185	ERS1131319	ERR1385037	High2.15
PRJEB13747	SAMEA3945623	ERS1132757	ERR1385038	Plate29.14
PRJEB13747	SAMEA3944141	ERS1131275	ERR1385039	High2.80
PRJEB13747	SAMEA3945757	ERS1132891	ERR1385040	Plate30.82
PRJEB13747	SAMEA3946356	ERS1133490	ERR1385041	PlateRedo1.74
PRJEB13747	SAMEA3944021	ERS1131155	ERR1385042	Plate41.31
PRJEB13747	SAMEA3943486	ERS1130620	ERR1385043	Plate42.46
PRJEB13747	SAMEA3945750	ERS1132884	ERR1385044	Plate30.32
PRJEB13747	SAMEA3945220	ERS1132354	ERR1385045	Plate23.11
PRJEB13747	SAMEA3945528	ERS1132662	ERR1385046	Plate28.62
PRJEB13747	SAMEA3944726	ERS1131860	ERR1385047	Plate16.32
PRJEB13747	SAMEA3943848	ERS1130982	ERR1385048	Plate38.80
PRJEB13747	SAMEA3945336	ERS1132470	ERR1385049	Plate25.71
PRJEB13747	SAMEA3945521	ERS1132655	ERR1385050	Plate27.12
PRJEB13747	SAMEA3943288	ERS1130422	ERR1385051	Plate36.32
PRJEB13747	SAMEA3944651	ERS1131785	ERR1385052	Plate15.12
PRJEB13747	SAMEA3945735	ERS1132869	ERR1385053	Plate30.65
PRJEB13747	SAMEA3943760	ERS1130894	ERR1385054	Plate47.30
PRJEB13747	SAMEA3943214	ERS1130348	ERR1385055	Plate35.4
PRJEB13747	SAMEA3943803	ERS1130937	ERR1385056	Plate37.50
PRJEB13747	SAMEA3944286	ERS1131420	ERR1385057	Low2.87
PRJEB13747	SAMEA3944351	ERS1131485	ERR1385058	Plate10.42
PRJEB13747	SAMEA3945167	ERS1132301	ERR1385059	Plate22.5
PRJEB13747	SAMEA3944546	ERS1131680	ERR1385060	Plate13.10
PRJEB13747	SAMEA3946306	ERS1133440	ERR1385061	Plate9.68
PRJEB13747	SAMEA3943969	ERS1131103	ERR1385062	Plate41.15
PRJEB13747	SAMEA3944616	ERS1131750	ERR1385063	Plate14.61
PRJEB13747	SAMEA3944349	ERS1131483	ERR1385064	Plate10.49
PRJEB13747	SAMEA3944837	ERS1131971	ERR1385065	Plate17.85
PRJEB13747	SAMEA3945767	ERS1132901	ERR1385066	Plate31.59
PRJEB13747	SAMEA3943891	ERS1131025	ERR1385067	Plate39.48
PRJEB13747	SAMEA3945103	ERS1132237	ERR1385068	Plate21.73
PRJEB13747	SAMEA3944198	ERS1131332	ERR1385069	Low1.87
PRJEB13747	SAMEA3946046	ERS1133180	ERR1385070	Plate5.23
PRJEB13747	SAMEA3944802	ERS1131936	ERR1385071	Plate17.78
PRJEB13747	SAMEA3945737	ERS1132871	ERR1385072	Plate30.88
PRJEB13747	SAMEA3946133	ERS1133267	ERR1385073	Plate6.66
PRJEB13747	SAMEA3943723	ERS1130857	ERR1385074	Plate46.63
PRJEB13747	SAMEA3946069	ERS1133203	ERR1385075	Plate5.76
PRJEB13747	SAMEA3943779	ERS1130913	ERR1385076	Plate47.24
PRJEB13747	SAMEA3943411	ERS1130545	ERR1385077	Plate40.79
PRJEB13747	SAMEA3945784	ERS1132918	ERR1385078	Plate31.63
PRJEB13747	SAMEA3944098	ERS1131232	ERR1385079	High1.53
PRJEB13747	SAMEA3944071	ERS1131205	ERR1385080	High1.20
PRJEB13747	SAMEA3943349	ERS1130483	ERR1385081	Plate37.20
PRJEB13747	SAMEA3943778	ERS1130912	ERR1385082	Plate47.73
PRJEB13747	SAMEA3945053	ERS1132187	ERR1385083	Plate21.76
PRJEB13747	SAMEA3944365	ERS1131499	ERR1385084	Plate10.33
PRJEB13747	SAMEA3945895	ERS1133029	ERR1385085	Plate32.32
PRJEB13747	SAMEA3944799	ERS1131933	ERR1385086	Plate17.93
PRJEB13747	SAMEA3945634	ERS1132768	ERR1385087	Plate29.76
PRJEB13747	SAMEA3944909	ERS1132043	ERR1385088	Plate18.7
PRJEB13747	SAMEA3944327	ERS1131461	ERR1385089	Low2.34
PRJEB13747	SAMEA3944649	ERS1131783	ERR1385090	Plate15.20
PRJEB13747	SAMEA3946350	ERS1133484	ERR1385091	PlateRedo1.72
PRJEB13747	SAMEA3944655	ERS1131789	ERR1385092	Plate15.41
PRJEB13747	SAMEA3945014	ERS1132148	ERR1385093	Plate20.48
PRJEB13747	SAMEA3944453	ERS1131587	ERR1385094	Plate12.67
PRJEB13747	SAMEA3945635	ERS1132769	ERR1385095	Plate29.19
PRJEB13747	SAMEA3943163	ERS1130297	ERR1385096	Plate34.2.88
PRJEB13747	SAMEA3945773	ERS1132907	ERR1385097	Plate31.16
PRJEB13747	SAMEA3945949	ERS1133083	ERR1385098	Plate34.92
PRJEB13747	SAMEA3944644	ERS1131778	ERR1385099	Plate14.95
PRJEB13747	SAMEA3943582	ERS1130716	ERR1385100	Plate45.79
PRJEB13747	SAMEA3943234	ERS1130368	ERR1385101	Plate35.1
PRJEB13747	SAMEA3943439	ERS1130573	ERR1385102	Plate40.16
PRJEB13747	SAMEA3944758	ERS1131892	ERR1385103	Plate16.50
PRJEB13747	SAMEA3943415	ERS1130549	ERR1385104	Plate40.5
PRJEB13747	SAMEA3943797	ERS1130931	ERR1385105	Plate47.1
PRJEB13747	SAMEA3944695	ERS1131829	ERR1385106	Plate15.95
PRJEB13747	SAMEA3946091	ERS1133225	ERR1385107	Plate6.74
PRJEB13747	SAMEA3945983	ERS1133117	ERR1385108	Plate34.65
PRJEB13747	SAMEA3944328	ERS1131462	ERR1385109	Low2.14
PRJEB13747	SAMEA3945851	ERS1132985	ERR1385110	Plate32.47
PRJEB13747	SAMEA3946086	ERS1133220	ERR1385111	Plate6.41
PRJEB13747	SAMEA3945144	ERS1132278	ERR1385112	Plate22.21
PRJEB13747	SAMEA3944962	ERS1132096	ERR1385113	Plate19.62
PRJEB13747	SAMEA3944004	ERS1131138	ERR1385114	Plate41.18
PRJEB13747	SAMEA3944246	ERS1131380	ERR1385115	Low1.26
PRJEB13747	SAMEA3945408	ERS1132542	ERR1385116	Plate26.92
PRJEB13747	SAMEA3944214	ERS1131348	ERR1385117	Low1.62
PRJEB13747	SAMEA3945006	ERS1132140	ERR1385118	Plate20.62
PRJEB13747	SAMEA3944280	ERS1131414	ERR1385119	Low2.58
PRJEB13747	SAMEA3945150	ERS1132284	ERR1385120	Plate22.43
PRJEB13747	SAMEA3943608	ERS1130742	ERR1385121	Plate45.18
PRJEB13747	SAMEA3945994	ERS1133128	ERR1385122	Plate5.39
PRJEB13747	SAMEA3944557	ERS1131691	ERR1385123	Plate13.69
PRJEB13747	SAMEA3943775	ERS1130909	ERR1385124	Plate47.17
PRJEB13747	SAMEA3945927	ERS1133061	ERR1385125	Plate33.15
PRJEB13747	SAMEA3944612	ERS1131746	ERR1385126	Plate14.34
PRJEB13747	SAMEA3944977	ERS1132111	ERR1385127	Plate20.29
PRJEB13747	SAMEA3946385	ERS1133519	ERR1385128	PlateRedo1.7
PRJEB13747	SAMEA3943754	ERS1130888	ERR1385129	Plate47.16
PRJEB13747	SAMEA3944382	ERS1131516	ERR1385130	Plate10.60
PRJEB13747	SAMEA3943840	ERS1130974	ERR1385131	Plate38.64
PRJEB13747	SAMEA3945133	ERS1132267	ERR1385132	Plate22.14
PRJEB13747	SAMEA3943236	ERS1130370	ERR1385133	Plate35.42
PRJEB13747	SAMEA3943913	ERS1131047	ERR1385134	Plate39.84
PRJEB13747	SAMEA3946378	ERS1133512	ERR1385135	PlateRedo1.31
PRJEB13747	SAMEA3946364	ERS1133498	ERR1385136	PlateRedo1.29
PRJEB13747	SAMEA3945614	ERS1132748	ERR1385137	Plate29.65
PRJEB13747	SAMEA3945832	ERS1132966	ERR1385138	Plate31.66
PRJEB13747	SAMEA3943495	ERS1130629	ERR1385139	Plate42.80
PRJEB13747	SAMEA3944566	ERS1131700	ERR1385140	Plate13.63
